date,imdbId,title,originalTitle,medium,place,with,rewatch,note,VF,comment,year,runtime,country,directors,actors,genres,femaleDirector
2022-01-01,tt7014006,Dernière année,Eighth Grade,Piratage,Paris,,,***,,,2018,94,États-Unis,Bo Burnham,"Elsie Fisher,Josh Hamilton,Emily Robinson,Jake Ryan,Daniel Zolghadri,Fred Hechinger,Imani Lewis,Luke Prael,Catherine Oliviere,Nora Mullins,Gerald W. Jones,Missy Yager,Shacha Temirov,Greg Crowe,Thomas J O'Reilly,Frank Deal,J. Tucker Smith,Tiffany Grossfeld,Trinity Goscinsky-Lynch,Natalie Carter,Kevin R. Free,Deborah Unger,Tristan Wheeler,Kylie Seaman,Dylan Vonderhorst,Luke Mulligan,Louisa Rose Guarasci,Brenna Parker,William Koo,Marguerite Stimpson,Andrew Geher,Faith Kelly,Jalesia Martinez,Blair Seaman,Phoebe Amirault,Veronica Bikowicz,Castor Feinberg,Molly Forman,Vivek Nickolas Mathews,Olivia Galligan,Kendall Seaman,Nina Victoria Mathews,Kaileen Quinones,V. Rocco Russell","Comédie,Drame",
2022-01-01,tt13651628,Belle,竜とそばかすの姫,Cinéma Gaumont Parnasse,Paris,,,***,,,2021,121,Japon,Mamoru Hosoda,"Kaho Nakamura,Takeru Satoh,Tina Tamashiro,Shota Sometani,Lilas Ikuta,Ryo Narita,Toshiyuki Morikawa,Kenjiro Tsuda,Mami Koyama,Mamoru Miyano,Sachio Nakao,Fuyumi Sakamoto,Ryoko Moriyama,Yoshimi Iwasaki,Michiko Shimizu,Koji Yakusho,ermhoi,Ken Ishiguro","Animation,Drame,Science-Fiction,Musique",
2022-01-04,tt6856242,The King’s Man : Première Mission,The King's Man,Cinéma Gaumont Parnasse,Paris,,,**,,,2021,131,Royaume-Uni,Matthew Vaughn,"Ralph Fiennes,Harris Dickinson,Gemma Arterton,Rhys Ifans,Djimon Hounsou,Matthew Goode,Tom Hollander,Daniel Brühl,Charles Dance,Aaron Taylor-Johnson,Stanley Tucci,Robert Aramayo,Ross Anderson,Alexandra Maria Lara,Neil Jackson,Alison Steadman,Martin Razpopov,Olivier Richters,Branka Katić,Maja Simonsen,Stevee Davies,Connor Calland,Alexander Shaw,Bevan Viljoen,Shaun Scott,Andrew Bridgmont,Rosie Goddard,Valerie Pachner,Joel Basman,Todd Boyce,Ron Cook,Barbara Drennan,August Diehl,Nigel Lister,Ian Kelly,David Calvitto,Emun Elliott,David Kross,Katarina Martin,Kya Garwood,Constantine Gregory,Hal Fowler,Renars Latkovskis,Jack Cunningham-Nuttall,Albert Giannitelli,Chloé Booyens,Dora Davis","Action,Aventure,Thriller,Guerre",
2022-01-08,tt8356942,355,The 355,Cinéma Gaumont Parnasse,Paris,"Théo,Damien",,*,,,2022,124,États-Unis,Simon Kinberg,"Jessica Chastain,Lupita Nyong'o,Penélope Cruz,Diane Kruger,Fan Bingbing,Sebastian Stan,Edgar Ramírez,Jason Flemyng,Sylvester Groth,John Douglas Thompson,Jason Wong,Leo Staar,Raphael Acloque,Pablo Scola,Marcello Cruz,Hiten Patel,Evie Wray,Toby Sauerback,Francisco Labbe,Waleed Elgadi,Martyn Mayger,Nina Kumar,Atul Sharma,Alexis Barbosa,Michelle Thomas,Paul O'Kelly,Amanda Rabinowitz,Sam Shoubber,Maurice Sardison,David Olawale Ayinde,Marta Svetek,Emilio Insolera,Steve Saunders,Mick Slaney,Oleg Kricunova,Yoon C. Joyce,Jag Patel,Emily Ng,Bodo Friesecke,Michael Haydon,Amra Mallassi,Metin Hassan,Dee Pearce,Keith Lomas,Nicholas Blatt,Mariia Legun,David Yu,Gino Picciano,Patrick Loh,Toni Beard,Peter Trevor,Al Clark,Graham Burton,Chris Grifoni,Jeremy Oliver,Lee Simmons,Yun Lai,Adam Strawford,Rina Yadav,Zsuzsanna Biro,Graham J. Reeves,Indy Singh,Lee Wilkinson,Maryam Hashemi,Eddie Arnold","Action,Thriller",
2022-01-09,tt11271038,Licorice Pizza,Licorice Pizza,Cinéma Gaumont Convention,Paris,,,***,,,2022,134,États-Unis,Paul Thomas Anderson,"Alana Haim,Cooper Hoffman,Sean Penn,Tom Waits,Bradley Cooper,Benny Safdie,Skyler Gisondo,Mary Elizabeth Ellis,John Michael Higgins,John C. Reilly,Christine Ebersole,Harriet Sansom Harris,Joseph Cross,Danielle Haim,Este Haim,Moti Haim,Donna Haim,Maya Rudolph,Ryan Heffington,Nate Mann,Isabelle Kusman,Destry Allyn Spielberg,George DiCaprio,Iyana Halley,Ray Chase,Emma Dumont,Yumi Mizui,Megumi Anjo,Emily Althaus,Tim Conway Jr.,Griff Giacchino,James Kelley,Will Angarola,Milo Herschlag,Craig Stark,Fatimah Hassan,Bottara Angele,Grace Kennedy-Piehl,Louis Delavenne,Joann Coleman,Anthony Molinari,Deana Molle',Joe Don Harris,Rogelio Camarillo,Natalia Becerril,Nathan M. Hadden,Mary Eileen O'Donnell,Elton McCrudden,Patrick Salway,Lakin Valdez,Zachary Chicos,Brian Kehew,Devon Knopp,Tess Rianne Sullivan,Thomas John Rudolph,Collin Sutton,Ray Nicholson,Eloy Perez,Mark Kirksey,Joshua Carl Allen,Sasha Spielberg,Gerren Hall,Steven Herrera,Paige Locke,Charlotte Townsend,Zoe McLane,Jeff Willy,Brandon Koen,Richard B. Larimore,Pearl Anderson,Karen Kilgariff","Drame,Comédie",
2022-01-12,tt1343092,Gatsby le Magnifique,The Great Gatsby,Piratage,Paris,,,***,,,2013,142,États-Unis,Baz Luhrmann,"Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Joel Edgerton,Elizabeth Debicki,Isla Fisher,Jason Clarke,Amitabh Bachchan,Callan McAuliffe,Adelaide Clemens,Steve Bisley,Richard Carter,Jack Thompson,Vince Colosimo,Max Cullen,Mal Day,Charlize Skinner,Brendan Maclean,Kate Mulvany,Kahlia Greksa,Garrett William Fountain,David Furlong,Daniel Gill,Iota,Barry Otto,John O'Connell,Ben McIvor,Brian Rooney,Gemma Ward,Goran D. Kleut,Denning Isles,Ryan Cooper,Kate Rutherford,Heather Mitchell,Nick Tate","Drame,Romance",
2022-01-16,tt11310608,En attendant Bojangles,En attendant Bojangles,Cinéma Gaumont Parnasse,Paris,Théo,,***,,,2022,124,France,Régis Roinsard,"Virginie Efira,Romain Duris,Juliette Blanche,Mira Rogliano,Marie Fontannaz,Orianne Daudin,Rose Harlean,Solan Machado-Graner,Valentine Montazel,Pénélope Montazel,Rodrigue Faucin,Lancelot Vandaele Nedelec,Milo Machado-Graner,Francois Raffenaud,Bénédicte Charton,Morgane Lombard,Grégory Gadebois","Drame,Romance",
2022-01-16,tt0117571,Scream,Scream,Piratage,Paris,,,***,,,1996,111,États-Unis,Wes Craven,"David Arquette,Neve Campbell,Courteney Cox,Matthew Lillard,Rose McGowan,Skeet Ulrich,Jamie Kennedy,W. Earl Brown,Joseph Whipp,Liev Schreiber,Drew Barrymore,Roger L. Jackson,Kevin Patrick Walls,David Booth,Carla Hatley,Lawrence Hecht,Lois Saunders,Lisa Beach,Tony Kilbert,C.W. Morgan,Frances Lee McCain,Troy Bishop,Ryan Kennedy,Leonora Scelfo,Nancy Anne Ridder,Lisa Canning,Bonnie Wood,Aurora Draper,Kenny Kwong,Justin Sullivan,Kurtis Bedford,Angela Miller,Henry Winkler,Linda Blair,Cabran E. Chamberlain,Andrew Christiansen,Wes Craven,Matt McDonald,Lynn McRee,Carter Raff,Freddy W. Smith","Crime,Horreur,Mystère",
2022-01-18,tt9812474,L'Agneau,Dýrið,Cinéma mk2 Parnasse,Paris,,,***,,,2021,106,Islande,Valdimar Jóhannsson,"Noomi Rapace,Hilmir Snær Guðnason,Björn Hlynur Haraldsson,Ingvar E. Sigurðsson,Ester Bibi,Sigurður Elvar Viðarson,Theodór Ingi Ólafsson,Arnþruður Dögg Sigurðardóttir","Drame,Mystère,Fantastique,Horreur",
2022-01-20,tt9738784,Les Leçons persanes,Persian Lessons,Cinéma Gaumont Parnasse,Paris,"Théo,Pauline",,***,,,2022,127,Biélorussie,Vadim Perelman,"Nahuel Pérez Biscayart,Lars Eidinger,Jonas Nay,Leonie Benesch,Alexander Beyer,David Schütter,Luisa-Céline Gaffron,Andreas Hofer,Giuseppe Schillaci,Antonin Chalon,Lola Bessis,Mehdi Rahim-Silvioli,Sofya Gershevich,Nico Ehrenteit,Gareth McGregor,Marcus Calvin,Peter Beck,Felix von Bredow,Oleg Veber,Svetlana Anikey,Anastasia Gudei,Veronika Buslaeva,Elena Girenok,Serge Barbagallo,Pascal Elso,Ingo Hülsmann,Elena Stetsenko,Gennady Fomin,Anton Zhukov,Maximilian Anthony Hirschle","Guerre,Drame",
2022-01-21,tt13616444,Побочный эффект,Побочный эффект,Cinéma Club de l'Étoile,Paris,"Théo,Damien",,***,,Unknown Movies,2020,93,Russie,Alexey Kazakov,"Aleksandra Revenko,Marina Vasilyeva,Semen Serzin,Anatoli Zhuravlyov,Mariya Karpova,Stepan Devonin,Natalya Dedeyko,Sergey Cherdantsev,Konstantin Gvozdkov,Ivan Dergachev,Dmitry Belysh,Alexander Firsanov,Mariya Abramova",Horreur,
2022-01-22,tt11196036,The Card Counter,The Card Counter,Cinéma Gaumont Parnasse,Paris,"Théo,Damien",,***,,,2021,111,États-Unis,Paul Schrader,"Oscar Isaac,Tiffany Haddish,Tye Sheridan,Willem Dafoe,Alexander Babara,Bobby C. King,Ekaterina Baker,Dylan Flashner,Adrienne Lau,Joel Michaely,Rachel Michiko Whitney,Britton Webb,Amye Gousset,Billy Slaughter,Joseph Singletary,Kirill Sheynerman,Shane LeCocq,Olivia Peck,Rob Eubanks,April Alsbury,Marlon Hayes,Alireza Mirmontazeri,Fran Robertson,Brittney Souther,Kate Lyn Whitaker,Amia Edwards","Drame,Crime,Thriller",
2022-01-23,tt0312843,Suicide Club,自殺サークル,Piratage,Paris,"Théo,Damien,Pauline",,***,,Sur Discord via Plex,2001,99,Japon,Sion Sono,"Ryo Ishibashi,Akaji Maro,Masatoshi Nagase,Sayako Hagiwara,Hideo Sako,Takashi Nomura,Nao Nagasawa,Mai Hosho,Tamao Satô,Rolly,Masato Tsujioka,Kôsuke Hamamoto,Kei Nagase,Yôko Kamon,Maiko Mori,Suzunosuke,Kanako Hiramatsu,Keiko Suzuki","Drame,Horreur,Thriller",
2022-01-28,tt13872248,The Sadness,哭悲,Cinéma Espace LAC,Gérardmer,,,**,,Festival de Gérardmer,2021,99,Taïwan,Robert Jabbaz,"Berant Zhu,Regina,Tzu-Chiang Wang,Ralf Chiu,Ying-Ru Chen,Lan Wei-Hua,Tsai Chang-Hsien","Thriller,Horreur",
2022-01-28,tt11807888,Abuela,La abuela,Cinéma Espace LAC,Gérardmer,,,***,,Festival de Gérardmer,2022,100,Espagne,Paco Plaza,"Almudena Amor,Vera Valdez,Chacha Huang,Karina Kolokolchykova",Horreur,
2022-01-28,tt0235198,Audition,オーディション,Cinéma Espace LAC,Gérardmer,,,****,,Festival de Gérardmer,1999,115,Japon,Takashi Miike,"Ryo Ishibashi,Eihi Shiina,Jun Kunimura,Tetsu Sawaki,Renji Ishibashi,Miyuki Matsuda,Toshie Negishi,Yuriko Hirooka,Shigeru Saiki,Ken Mitsuishi,Ren Osugi,Kanji Tsuda,Fumiyo Kohinata","Horreur,Mystère,Drame,Thriller",
2022-01-28,tt0308379,Dark Water,仄暗い水の底から,Cinéma Espace LAC,Gérardmer,,,****,,Festival de Gérardmer,2002,101,Japon,Hideo Nakata,"Hitomi Kuroki,Rio Kanno,Mirei Oguchi,Asami Mizukawa,Shigemitsu Ogi,Yuu Tokui,Isao Yatsu,Fumiyo Kohinata,Yukiko Ikari,Maiko Asano,Shinji Nomura,Kiriko Shimizu,Teruko Hanahara,Youko Yasuda,Taro Suwa,Sachiko Hara,Tôru Shinagawa","Horreur,Thriller,Mystère",
2022-01-28,tt0178868,Ring,リング,Cinéma Espace LAC,Gérardmer,,,***,,Festival de Gérardmer,1998,98,Japon,Hideo Nakata,"Nanako Matsushima,Miki Nakatani,Hiroyuki Sanada,Yuko Takeuchi,Hitomi Satô,Yōichi Numata,Yutaka Matsushige,Katsumi Muramatsu,Rikiya Ôtaka,Masako,Rie Ino'o,Daisuke Ban","Horreur,Thriller",
2022-01-29,tt6848928,Junk Head,JUNK HEAD,Cinéma Paradiso,Gérardmer,,,****,,Festival de Gérardmer,2021,101,Japon,Takahide Hori,"Takahide Hori,Atsuko Miyake,Yuji Sugiyama,Atsuko Miyake,Atsuko Miyake","Comédie,Animation,Action,Aventure,Science-Fiction",
2022-01-29,tt10329614,Censor,Censor,Cinéma Espace LAC,Gérardmer,,,****,,Festival de Gérardmer,2021,84,Royaume-Uni,Prano Bailey-Bond,"Niamh Algar,Michael Smiley,Nicholas Burns,Vincent Franklin,Sophia La Porta,Adrian Schiller,Clare Holman,Andrew Havill,Felicity Montagu,Danny Lee Wynter,Clare Perkins,Guillaume Delaunay,Richard Glover,Erin Shanagher,Beau Gadsdon,Amelie Child Villiers,Matthew Earley,Richard Renton,Bo Bragason,Amelia Craighill,Madeleine Hutchins,Robert Vernon,Lucy Mizen,Joanne Gale,Clare Noy,Louise Hadley,Lisa Ronaghan,Francesca Renée Reid,Albie Marber,Chris Dale,Guy Slocombe,Garry Molyneux,Sean Buchanan,Emma Eckton,John Ward,Joe Walker,Peter Pedrero,Alice Eadson,Steven O'Rourke,Sam Goodland,Charlie Langridge,Emile James,Sharon Taylor,Prano Bailey-Bond,Jonathan Rushby-Taylor","Horreur,Mystère",
2022-01-29,tt13845758,Ogre,Ogre,Cinéma Espace LAC,Gérardmer,,,*,,Festival de Gérardmer,2022,103,Belgique,Arnaud Malherbe,"Ana Girardot,Samuel Jouy,Giovanni Pucci,Fabien Houssaye",Mystère,
2022-01-29,tt9834506,Post Mortem,Post Mortem,Cinéma MCL,Gérardmer,,,***,,Festival de Gérardmer,2021,115,Hongrie,Péter Bergendy,"Viktor Klem,Fruzsina Hais,Judit Schell,Andrea Ladányi,Zsolt Anger,Reviczky Gábor,Gabriella Hámori,András Balogh,Diána Magdolna Kiss,Mari Nagy,Ildikó Tóth,Eszter Kiss,Tamás Miklós Hajdu,Kristóf Mucsi,Erik Gyarmati,István Fazekas,Krisztina Czifra,Áron Dimény,Márta Szabó,Hajna Sziládi,Björn Freiberg,Balázs Veres","Horreur,Mystère,Thriller",
2022-01-30,tt4028464,The Innocents,De uskyldige,Cinéma Paradiso,Gérardmer,,,****,,Festival de Gérardmer,2021,117,Danemark,Eskil Vogt,"Rakel Lenora Fløttum,Alva Brynsmo Ramstad,Sam Ashraf,Mina Yasmin Bremseth Asheim,Ellen Dorrit Petersen,Morten Svartveit,Kadra Yusuf,Lisa Tønne,Nor Erik Vaagland Torgersen,Irina Eidsvold Tøien,Marius Kolbenstvedt,Kim Atle Hansen,Birgit Nordby","Thriller,Horreur,Drame",
2022-01-30,tt12519030,Egō,Pahanhautoja,Cinéma Casino,Gérardmer,,,****,,Festival de Gérardmer,2022,90,Finlande,Hanna Bergholm,"Siiri Solalinna,Sophia Heikkilä,Jani Volanen,Reino Nordin,Oiva Ollila,Saija Lentonen,Ida Määttänen,Stella Leppikorpi,Jonna Aaltonen,Hertta Karen","Horreur,Fantastique",X
2022-01-30,tt6372694,Prisoners of the Ghostland,Prisoners of the Ghostland,Cinéma Casino,Gérardmer,,,**,,Festival de Gérardmer,2021,103,États-Unis,Sion Sono,"Nicolas Cage,Sofia Boutella,Bill Moseley,Nick Cassavetes,Tak Sakaguchi,Yuzuka Nakaya,Young Dais,Lorena Koto,Canon Nawata,Louis Kurihara,Tetsu Watanabe,Yunho,Charles Glover,Cici Zhou,Takato Yonemoto,Shin Shimizu,Matthew Chozick,Constant Voisin,Maya Carraz,Ilsa Levine,Yurino,Chiho Fujii,Christina Virzi","Action,Thriller",
2022-02-01,tt11127680,The Chef,Boiling Point,Cinéma Gaumont Parnasse,Paris,,,***,,,2021,92,Royaume-Uni,Philip Barantini,"Stephen Graham,Vinette Robinson,Alice May Feetham,Jason Flemyng,Hannah Walters,Malachi Kirby,Izuka Hoyle,Taz Skylar,Lauryn Ajufo,Ray Panthaki,Daniel Larkai,Lourdes Faberes,Áine Rose Daly,Robbie O'Neill,Rosa Escoda,Stephen McMillan,Gary Lamont,Alex Heath,Gala Botero,Philip Hill-Pearson,Kieran Urquhart,Hannah Traylen,Diljohn Singh,Alexandra Jordan,Kimesha Campbell,Caroline Garnell,Hester Ruoff","Thriller,Drame",
2022-02-05,tt10545704,Adieu Monsieur Haffmann,Adieu Monsieur Haffmann,Cinéma Gaumont Parnasse,Paris,"Théo,Damien",,***,,,2022,115,France,Fred Cavayé,"Daniel Auteuil,Gilles Lellouche,Sara Giraudeau,Mathilde Bisson,Anne Coesens,Nikolai Kinski","Drame,Histoire",
2022-02-05,tt7740496,Nightmare Alley,Nightmare Alley,Cinéma Gaumont Parnasse,Paris,"Théo,Damien",,****,,,2021,140,États-Unis,Guillermo del Toro,"Bradley Cooper,Cate Blanchett,Toni Collette,Willem Dafoe,Richard Jenkins,Rooney Mara,Ron Perlman,Mary Steenburgen,David Strathairn,Mark Povinelli,Holt McCallany,Jim Beaver,Clifton Collins Jr.,Tim Blake Nelson,Paul Anderson,Lara Jean Chorostecki,Drew Nelson,David Hewlett,Troy James,Samantha Rodes,Peter MacNeill,Sarah Mennell,Mike Hill,Caleb Ellsworth-Clark,Dian Bachar,Matthew MacCallum,Linden Porco,Jesse Buck,Stephen McHattie,Bill MacDonald,Natalie Brown,Romina Power","Crime,Drame,Thriller",
2022-02-06,tt0120737,Le Seigneur des anneaux : La Communauté de l'anneau,The Lord of the Rings: The Fellowship of the Ring,Cinéma Le Grand Rex,Paris,,X,*****,,Marathon Seigneur des Anneaux,2001,228,Nouvelle-Zélande,Peter Jackson,"Elijah Wood,Ian McKellen,Liv Tyler,Viggo Mortensen,Sean Bean,Sean Astin,Cate Blanchett,John Rhys-Davies,Billy Boyd,Dominic Monaghan,Orlando Bloom,Christopher Lee,Hugo Weaving,Ian Holm,Andy Serkis,Marton Csokas,Craig Parker,Lawrence Makoare,Alan Howard,Noel Appleby,Sala Baker,Megan Edwards,Michael Elsworth,Mark Ferguson,Brent McIntyre,Peter McKenzie,Sarah McLeod,Ian Mune,Cameron Rhodes,Martyn Sanderson,Harry Sinclair,David Weatherley,Victoria Beynon-Cole,Lee Hartley,Sam La Hood,Chris Streeter,Jonathan Jordan,Semi Kuresa,Clinton Ulyatt,Paul Bryson,Lance Fabian Kemp,Jono Manks,Ben Price,Phil Grieve,Billy Jackson,Katie Jackson,Peter Corrigan,Lori Dungey,Norman Forsey,William Johnson,Elizabeth Moody,Brian Sergent,Thomas McGinty,Kate O'Rourke,Gino Acevedo,Betty Adams,Daniel Andrews,Matt Appleton,Rodney Bane,Timothy Bartlett,Jarl Benzon,Jørn Benzon,Lynden Berrymen,Bob Blackwell,Ben Britton,Jed Brophy,Riley Brophy,Ryan Carey,Norman Cates,Rachel Clentworth,Randall William Cook,Sabine Crossen,Tack Daniel,Peter Daube,Mana Hira Davis,Shane Dawson,Branko Dordevich,Siaosi Fonua,Kester Fordham,Xander Forterie,Ben Fransham,Phoebe Gittins,Warren Green,Winham Hammond,Jonathan Harding,Zo Hartley,Taea Hartwell,Ray Henwood,David Houma,Lani Jackson,Peter Jackson,Gareth Jensen,Ralph Johnson,Stu Johnson,Tim Kano,Sam Kelly,Jeff Kingsford-Brown,Greg Lane,Alan Lee,Sacha Lee,Peter Lyon,Marta Martí,Sharon Maxwell,Richard Maybery,Bret McKenzie,Tim McLachlan,Liz Merton,Dean Morganty,Greg Morrison,Blair Morton,Andrew Munro,David J. Muzzerall,Shane Rangi,Larry Rew,Grant Roa,Thomas Robins,Vincent Roxburgh,Chris Ryan,Paul Shapcott,Samuel E. Shore,Mike Stearne,Andrew Stehlin,Ken Stratton,Jo Surgison,Tim Wong,Robert Young","Aventure,Fantastique,Action",
2022-02-06,tt0167261,Le Seigneur des anneaux : Les Deux Tours,The Lord of the Rings: The Two Towers,Cinéma Le Grand Rex,Paris,,X,*****,,Marathon Seigneur des Anneaux,2002,235,Nouvelle-Zélande,Peter Jackson,"Elijah Wood,Ian McKellen,Liv Tyler,Viggo Mortensen,Andy Serkis,Sean Astin,Cate Blanchett,John Rhys-Davies,Bernard Hill,Christopher Lee,Billy Boyd,Dominic Monaghan,Orlando Bloom,Hugo Weaving,Miranda Otto,David Wenham,Brad Dourif,Karl Urban,John Noble,Sean Bean,Craig Parker,Bruce Allpress,John Bach,Sala Baker,Jed Brophy,Sam Comery,Calum Gittins,Phil Grieve,Bruce Hopkins,Paris Howe Strewe,Nathaniel Lees,John Leigh,Robbie Magasiva,Robyn Malcolm,Bruce Phillips,Robert Pollock,Olivia Tennet,Raymond Trickitt,Stephen Ure,Timothy Lee,Phillip Spencer Harris,Victoria Beynon-Cole,Lee Hartley,Billy Jackson,Katie Jackson,Frazer Anderson,Ben Barrington,Jarl Benzon,Jørn Benzon,Owen Black,Dorothy Anne Bonner,Ben Britton,Riley Brophy,Alistair Browning,Alix Bushnell,Sean Button,Ryan Carey,Rodney Cook,Augie Davis,Mana Hira Davis,Shane Dawson,Karlos Drinkwater,Aron Eastwood,Frank Edwards,Clint Elvy,Alexia Fairbrother,Daniel Falconer,Siaosi Fonua,Kester Fordham,Michael Fowler,Ben Fransham,Frank Goldingham,Winham Hammond,Jonathan Harding,Lucas Hayward,Dan Hennah,Jason Hood,Lani Jackson,Peter Jackson,Gareth Jensen,Sam Kelly,Richard Knowles,Sandro Kopp,Sam La Hood,Don Langridge,Michael Lawrence,Alan Lee,Jono Manks,Brent McIntyre,Dra McKay,Joseph Mika-Hunt,Dean Morganty,Henry Mortensen,Francis Mountjoy,Paul Norell,Barrie M. Osborne,Allan Poppleton,Gareth Reeves,Miranda Rivers,Campbell Rousselle,Matthew Saville,Samuel E. Shore,Allan Smith,Greg Tozer,Piripi Waretini,Tim Wong,John Wraight,Kelley Kerr Young,Robert Young","Aventure,Fantastique,Action",
2022-02-06,tt0167260,Le Seigneur des anneaux : Le Retour du roi,The Lord of the Rings: The Return of the King,Cinéma Le Grand Rex,Paris,,X,*****,,Marathon Seigneur des Anneaux,2003,263,Nouvelle-Zélande,Peter Jackson,"Elijah Wood,Ian McKellen,Liv Tyler,Viggo Mortensen,Sean Astin,Cate Blanchett,John Rhys-Davies,Bernard Hill,Christopher Lee,Billy Boyd,Dominic Monaghan,Orlando Bloom,Hugo Weaving,Miranda Otto,David Wenham,Brad Dourif,Karl Urban,John Noble,Andy Serkis,Ian Holm,Sean Bean,Lawrence Makoare,Marton Csokas,Paul Norell,Alan Howard,Noel Appleby,Ali Astin,David Aston,John Bach,Sadwyn Brophy,Alistair Browning,Richard Edge,Jason Fitch,Phil Grieve,Bruce Hopkins,Ian Hughes,Bret McKenzie,Sarah McLeod,Maisy McLeod-Riera,Bruce Phillips,Shane Rangi,Todd Rippon,Thomas Robins,Harry Sinclair,Bruce Spence,Peter Tait,Joel Tobeck,Stephen Ure,Sala Baker,Robert Pollock,Ross Duncan,Pete Smith,Jed Brophy,Lee Hartley,Billy Jackson,Katie Jackson,Jane Abbott,Gino Acevedo,Aidan Bell,Jarl Benzon,Jørn Benzon,Emma Deakin,Michael Elsworth,Clint Elvy,Zo Hartley,Peter Jackson,Sandro Kopp,Andrew Lesnie,Joseph Mika-Hunt,Henry Mortensen,Craig Parker,Rick Porras,Christian Rivers,Michael Semanick,Howard Shore,John Stephenson,Richard Taylor,Royd Tolkien","Aventure,Fantastique,Action",
2022-02-08,tt5688932,Sorry to Bother You,Sorry to Bother You,Netflix,Paris,,,****,,,2018,111,États-Unis,Boots Riley,"Lakeith Stanfield,Tessa Thompson,Jermaine Fowler,Omari Hardwick,Terry Crews,Patton Oswalt,David Cross,Danny Glover,Steven Yeun,Armie Hammer,Mahari Crown,Lily James,Kate Berlant,Michael X. Sommers,Robert Longstreet,Forest Whitaker,Rosario Dawson,Tom Woodruff Jr.,Molly Brady,Dawayne Jordan,Teresa Navarro,Tony Toste,Omie Garba,John Ozuna,William W. Barbour,Marcella Bragio,James D. Weston II,Shelley Mitchell,Indigo Jackson,Ed Moy","Fantastique,Science-Fiction,Comédie",
2022-02-11,tt13460190,Les Vedettes,Les Vedettes,Cinéma Gaumont Parnasse,Paris,Malek,,**,,,2022,102,France,Jonathan Barré,"Grégoire Ludig,David Marsais,Julien Pestel,Grégory Di Meglio,Philypa Phoenix,Sam Karmann,Juliette Plumecocq-Mech,Alexandra Gentil,David Salles,Marion Creusvaux,Damien Gillard,Harmandeep Palminder,Théo Gross,Gaëlle Lebert,Patrick Hongniat,Maxime Musqua",Comédie,
2022-02-12,tt0119528,"Menteur, menteur",Liar Liar,Netflix,Paris,,,**,,,1997,86,États-Unis,Tom Shadyac,"Jim Carrey,Maura Tierney,Cary Elwes,Jennifer Tilly,Swoosie Kurtz,Sara Paxton,Anne Haney,Amanda Donohoe,Jason Bernard,Mitchell Ryan,Krista Allen,Justin Cooper,Christopher Mayer,Brandi Burkett,Eric Pierpoint,Randall 'Tex' Cobb,Cheri Oteri,SW Fisher,Ben Lemon,Jarrad Paul,Marianne Muellerleile,Stephen James Carver,Don Keefer,Paul Roache,Randy Oglesby,Charlie Dell,Jim Jansen,Terry Rhoads,Michael Leopard,Charles Walker,Ed Trotta,Ernest Perry Jr.,Skip O'Brien,Tony Carreiro,Amanda Carlin,Matthew Michael Goodall,Samantha Heyman,Anthony Lee,Eric Sharp,Christine Avila,Hope Allen,Carrie Armstrong,Craig Barnett,Charles Emmett,Steven M. Gagnon,Moon Jones,Rick Hill,Mike Grief,Matthew Arkin,Kelly Aluise,Richard Jones,Dennis Napolitano,Michael Adler,Vitamin C,Joe Barnaba,David Fresco,Benjamin Brown,Sue Goodman,Mark Chaet,Michael Kostroff,Catherine Evans,Howard S. Miller,Edward Amuwa,Patrick McTavish,Ashley Monique Clark,Derrick Friedman,Ashley Rumph,David Kikuta,Jacob Stein,Oliver Kindred,Mercedes Kastner",Comédie,
2022-02-12,tt11541872,Bigbug,Bigbug,Netflix,Paris,,,**,,,2022,111,France,Jean-Pierre Jeunet,"Isabelle Nanty,Elsa Zylberstein,Claude Perron,Stéphane De Groodt,Youssef Hajdi,Claire Chust,François Levantal,Alban Lenoir,Marysole Fertard,Hélie Thonnat,Juliette Wiatr,André Dussollier,Benoît Allemane,James Champel,Corinne Martin,Dominique Pinon,Ashley Fays,Vanille Lehmann,Paul Ménage,Mickaël Jullien,Michel Vigné,François Berland,Julien Kramer,Sara Chambin,Sébastien Gill,Bastien Rieu,Stanislas Briche,Christophe Chalufour,Stéphane Boissier,Clara Couturet,Romain Deloutre,Yasmine Gallier,Luc Bataini,Michaël Mouilleron,Alain N'Diaye,Clara Rousselin,Thierry Sauzé,Nattawat Unlahmai,Rachel Regent,Edouard Michelon,Cécile Ribault-Caillol,Xavier Renaud,Albert Dupontel","Science-Fiction,Comédie",
